Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Adj Close
2023-08-10 00:00:00-04:00,178.53186391046853,179.7951591819979,176.6618056326716,177.02984619140625,54686900.0,0.0,0.0,AAPL,
2023-08-11 00:00:00-04:00,176.62146513071826,177.91633169490902,175.85449424677114,177.089599609375,51988100.0,0.24,0.0,AAPL,
2023-08-14 00:00:00-04:00,177.26890077886847,178.98212617439026,176.6114971552821,178.75303649902344,43675600.0,0.0,0.0,AAPL,
2023-08-15 00:00:00-04:00,178.1753205708948,178.77294779686,176.3525278942784,176.75094604492188,43622600.0,0.0,0.0,AAPL,
2023-08-16 00:00:00-04:00,176.43221164716573,177.8366454841051,175.80468863153288,175.87442016601562,46964900.0,0.0,0.0,AAPL,
2023-08-17 00:00:00-04:00,176.44215882465045,176.81069635121747,172.79657369608665,173.3145294189453,66062900.0,0.0,0.0,AAPL,
2023-08-18 00:00:00-04:00,171.6212372500288,174.41020985325144,171.2825803078595,173.8026123046875,61114200.0,0.0,0.0,AAPL,
2023-08-21 00:00:00-04:00,174.3803221762426,175.43614389350165,173.05555986350222,175.14727783203125,46311900.0,0.0,0.0,AAPL,
2023-08-22 00:00:00-04:00,176.36247085413768,176.98002350460862,175.55566427563798,176.53179931640625,42084200.0,0.0,0.0,AAPL,
2023-08-23 00:00:00-04:00,177.81673061512114,180.83479281435834,177.62747668205387,180.40647888183594,52722800.0,0.0,0.0,AAPL,
2023-08-24 00:00:00-04:00,179.958242865256,180.38655676965442,175.31659743835633,175.68515014648438,54945800.0,0.0,0.0,AAPL,
2023-08-25 00:00:00-04:00,176.68122187267136,178.44423806969624,175.1273698759211,177.9063720703125,51449600.0,0.0,0.0,AAPL,
2023-08-28 00:00:00-04:00,179.38055143384355,179.8785817383622,177.84662478334474,179.48016357421875,43820700.0,0.0,0.0,AAPL,
2023-08-29 00:00:00-04:00,178.99206775998695,184.17157928985955,178.79285870089126,183.3946533203125,53003900.0,0.0,0.0,AAPL,
2023-08-30 00:00:00-04:00,184.2114358326404,187.1099756066152,184.01222676747608,186.91075134277344,60813900.0,0.0,0.0,AAPL,
2023-08-31 00:00:00-04:00,187.10001746950064,188.3749738080676,186.74143504936131,187.12989807128906,60794500.0,0.0,0.0,AAPL,
2023-09-01 00:00:00-04:00,188.74353416744572,189.17183294279192,187.53829411825552,188.71365356445312,45732600.0,0.0,0.0,AAPL,
2023-09-05 00:00:00-04:00,187.53829348851752,189.23159351335312,186.87093469279264,188.95269775390625,45280000.0,0.0,0.0,AAPL,
2023-09-06 00:00:00-04:00,187.65780052908354,188.10603993310986,180.75510825015328,182.18943786621094,81755800.0,0.0,0.0,AAPL,
2023-09-07 00:00:00-04:00,174.48989029474924,177.50796792462836,172.85635150294877,176.8605194091797,112488800.0,0.0,0.0,AAPL,
2023-09-08 00:00:00-04:00,177.64740152618924,179.52995531910727,177.0895948627475,177.47805786132812,65551300.0,0.0,0.0,AAPL,
2023-09-11 00:00:00-04:00,179.36062150756237,179.58971116690367,176.6413653998606,178.65341186523438,58953100.0,0.0,0.0,AAPL,
2023-09-12 00:00:00-04:00,178.7829197037159,179.4203978695645,174.13131860001627,175.60548400878906,90370200.0,0.0,0.0,AAPL,
2023-09-13 00:00:00-04:00,175.8146392253836,176.60153555778948,173.29460729254302,173.52371215820312,84267900.0,0.0,0.0,AAPL,
2023-09-14 00:00:00-04:00,173.31453291514495,175.40626611600567,172.89618931470832,175.0476837158203,60895800.0,0.0,0.0,AAPL,
2023-09-15 00:00:00-04:00,175.78475152221694,175.80467698770343,173.13524216223524,174.32054138183594,109205100.0,0.0,0.0,AAPL,
2023-09-18 00:00:00-04:00,175.7847547477589,178.67333934922854,175.47597842109843,177.26889038085938,67257600.0,0.0,0.0,AAPL,
2023-09-19 00:00:00-04:00,176.8206661565984,178.9223544426158,176.43220316528132,178.36456298828125,51826900.0,0.0,0.0,AAPL,
2023-09-20 00:00:00-04:00,178.55379737004205,178.99206641596786,174.70900328352505,174.7986602783203,58436200.0,0.0,0.0,AAPL,
2023-09-21 00:00:00-04:00,173.86237991578693,175.60548595722543,173.17509567337405,173.24481201171875,63047900.0,0.0,0.0,AAPL,
2023-09-22 00:00:00-04:00,173.9818875144472,176.38239699201054,173.36433486162306,174.10140991210938,56725400.0,0.0,0.0,AAPL,
2023-09-25 00:00:00-04:00,173.51373864876115,176.27283053055115,173.4639325832827,175.38633728027344,46172700.0,0.0,0.0,AAPL,
2023-09-26 00:00:00-04:00,174.13129576056,174.509788397756,170.983741080101,171.28256225585938,64588900.0,0.0,0.0,AAPL,
2023-09-27 00:00:00-04:00,171.93996571470467,172.35830931806112,168.38403748683606,169.7585906982422,66921800.0,0.0,0.0,AAPL,
2023-09-28 00:00:00-04:00,168.67289029975677,171.35229561756515,166.9596649336937,170.017578125,56294400.0,0.0,0.0,AAPL,
2023-09-29 00:00:00-04:00,171.34234435362447,172.38821099702767,169.6689546844437,170.53553771972656,51814200.0,0.0,0.0,AAPL,
2023-10-02 00:00:00-04:00,170.54548925476,173.6133575846153,170.25662318286922,173.06552124023438,52164500.0,0.0,0.0,AAPL,
2023-10-03 00:00:00-04:00,171.58139257878477,172.94600592868312,170.1470780892458,171.72084045410156,49594600.0,0.0,0.0,AAPL,
2023-10-04 00:00:00-04:00,170.4160080216089,173.52372749463905,170.29648561065042,172.97589111328125,53020300.0,0.0,0.0,AAPL,
2023-10-05 00:00:00-04:00,173.1053643215982,174.75882855892928,171.9997364518983,174.22096252441406,48527900.0,0.0,0.0,AAPL,
2023-10-06 00:00:00-04:00,173.11533594293326,177.28883230374598,172.49776803360862,176.79080200195312,57224100.0,0.0,0.0,AAPL,
2023-10-09 00:00:00-04:00,176.11346171048461,178.34464279243045,175.107446036238,178.28488159179688,42390800.0,0.0,0.0,AAPL,
2023-10-10 00:00:00-04:00,177.39838972900156,179.01200295364612,177.24897152755216,177.68724060058594,43698000.0,0.0,0.0,AAPL,
2023-10-11 00:00:00-04:00,177.4979719798113,179.14148086771672,176.90034481949013,179.0916748046875,47551100.0,0.0,0.0,AAPL,
2023-10-12 00:00:00-04:00,179.36062976882246,181.6216762646302,178.33467342391498,179.99810791015625,56743100.0,0.0,0.0,AAPL,
2023-10-13 00:00:00-04:00,180.70528369424187,181.21326904850514,177.4382066580176,178.14541625976562,51427100.0,0.0,0.0,AAPL,
2023-10-16 00:00:00-04:00,176.0537049051645,178.3745278460018,175.81464489798415,178.0159454345703,52517000.0,0.0,0.0,AAPL,
